chrUn_AAWZ02040322	chr17,37864,chr5,15600,chr13,12924
chrUn_AAWZ02037710	chr20,12143,chr15,5936
chrUn_AAWZ02041577	chr11,15407
chrUn_AAWZ02038754	chr1,6849
chrUn_AAWZ02038757	chr19,16717
chrUn_AAWZ02038753	chr15,10215
chrUn_AAWZ02038752	chr2,20814
chrUn_AAWZ02039190	chr1,22812
chrUn_AAWZ02036352	chr16,100371
chrUn_AAWZ02036351	chr17,24651
chrUn_AAWZ02041158	chr12,14198
chrUn_AAWZ02039196	chr19,34077
chrUn_AAWZ02039197	chr11,19540
chrUn_AAWZ02038113	chr2,40674
chrUn_AAWZ02039199	chr19,30926
chrUn_AAWZ02038111	chr18,11454
chrUn_AAWZ02038110	chr19,109214
chrUn_AAWZ02038117	chr1,77567
chrUn_AAWZ02038114	chr4,8214
chrUn_AAWZ02037326	chr9,46032
chrUn_AAWZ02039755	chr3,44144
chrUn_AAWZ02039751	chr16,40098
chrUn_AAWZ02037934	chr1,19258
chrUn_AAWZ02041397	chr12,20480
chrUn_AAWZ02039759	chr7,30650
chrUn_GL344815	chr1,65175
chrUn_AAWZ02037589	chr13,68814
chrUn_AAWZ02040669	chr5,12459
chrUn_AAWZ02037334	chr9,74346
chrUn_GL344469	chr19,44201
chrUn_GL343308	chr1,997195
chrUn_GL343307	chr4,835638,chr1,11134
chrUn_GL343306	chr13,1691230,chr4,18097,chr7,17779,chr12,7345
chrUn_GL343305	chr9,172576,chr15,42772,chr4,32559,chr3,27480,chr12,24624,chr8,20225,chr19,10864,chr1,8097
chrUn_GL343304	chr2,540388,chr3,47501,chr11,27147,chr1,8041
chrUn_GL344463	chr15,255677,chr1,5943
chrUn_GL343302	chr2,1994196,chr6,23608,chr13,10706,chr11,7725,chrX,6846,chr21,3757
chrUn_GL343301	chr20,345245,chr12,44292,chr7,23945,chr10,9877,chr4,8393,chr8,3795,chr5,3187,chr1,2302
chrUn_GL343300	chr1,1788025
chrUn_AAWZ02036537	chr19,60073,chr9,13483,chr8,12494,chr17,6475
chrUn_AAWZ02036536	chr18,33368
chrUn_AAWZ02036535	chr17,175474
chrUn_AAWZ02040665	chr2,10989
chrUn_GL344682	chr8,14761,chr17,13733
chrUn_AAWZ02037826	chr9,33881
chrUn_AAWZ02037800	chr19,70050
chrUn_GL344568	chr4,43628,chr3,7641
chrUn_AAWZ02037803	chr16,48842
chrUn_GL344569	chr7,62021
chrUn_AAWZ02041002	chr10,20350
chrUn_AAWZ02039512	chr18,22190
chrUn_AAWZ02037242	chr16,46254
chrUn_AAWZ02037243	chr11,18723
chrUn_AAWZ02037240	chr19,63250,chr10,5123
chrUn_AAWZ02037241	chr1,7572
chrUn_AAWZ02037246	chr3,67358
chrUn_AAWZ02037244	chr20,34163
chrUn_AAWZ02037245	chr17,18872
chrUn_GL344799	chr7,23355,chr2,5906
chrUn_GL344562	chr17,107661,chr7,3600,chr19,3071
chrUn_AAWZ02038807	chr1,42501
chrUn_AAWZ02039401	chr21,64955
chrUn_AAWZ02038801	chr9,23228
chrUn_AAWZ02038800	chr19,82087
chrUn_AAWZ02038803	chr1,39650,chrUn_gl000224,4799
chrUn_GL344563	chr16,315716
chrUn_GL344791	chr11,101334,chr14,2438
chrUn_GL344790	chr1,17696
chrUn_GL344793	chr11,31487
chrUn_GL344792	chr2,11327
chrUn_GL344795	chr16,80628
chrUn_GL344560	chr19,93459,chr7,7587,chrUn_gl000223,6135,chr17,2922
chrUn_GL344797	chr8,19094
chrUn_GL344796	chr9,47521,chr1,13551
chrUn_GL344269	chr3,42357
chrUn_GL344268	chr1,447132
chrUn_GL344561	chr2,28088
chrUn_GL344261	chr20,48832
chrUn_GL344260	chr10,35246,chr1,3326,chr12,2684
chrUn_GL344263	chr19,64747,chr17,15962,chr6,3188
chrUn_GL344262	chr9,92188
chrUn_GL344265	chrX,44316,chr11,19826
chrUn_GL344264	chr2,32994,chr5,12738
chrUn_GL343947	chr22,625209,chr2,114064
chrUn_GL344266	chr7,246927
chrUn_AAWZ02039799	chr4,9303
chrUn_AAWZ02039926	chr9,18055,chr16,15820
chrUn_GL344565	chr2,44436
chrUn_AAWZ02041979	chr11,10441
chrUn_GL343325	chr14,1663300,chr16,13098
chrUn_AAWZ02037799	chr15,7671
chrUn_GL344112	chr9,249871
chrUn_AAWZ02037794	chr2,24820
chrUn_AAWZ02037067	chr17,7777
chrUn_AAWZ02038933	chr1,44584
chrUn_GL344243	chr2,85734
chrUn_GL344111	chr21,111815
chrUn_AAWZ02037793	chr15,39460
chrUn_AAWZ02040224	chr6,13736
chrUn_GL344110	chr20,46865
chrUn_GL344117	chr16,241743
chrUn_GL344440	chr9,156519
chrUn_GL344085	chr19,45101,chr1,2335
chrUn_GL344084	chr16,55581,chr19,44090
chrUn_GL344087	chr1,74136,chr5,17731,chr12,7354
chrUn_GL344086	chr9,163173
chrUn_GL344080	chr2,253705
chrUn_GL344083	chr1,212963,chr22,21865
chrUn_GL344082	chr3,41951,chr5,36020,chr19,16194,chr10,4925,chr7,4685
chrUn_GL344242	chr17,282642
chrUn_GL344442	chrX,36778
chrUn_GL344089	chr12,29962
chrUn_GL344088	chr11,630302
chrUn_AAWZ02038989	chr19,36126,chr14,2254
chrUn_GL344315	chr19,94045
chrUn_GL344314	chr1,61484
chrUn_GL344317	chr2,52724
chrUn_GL344316	chr1,83568
chrUn_GL344643	chr17,62248
chrUn_GL344642	chr9,123609
chrUn_GL344313	chr19,109694,chr15,43829
chrUn_AAWZ02036826	chr3,10401
chrUn_AAWZ02036828	chr1,8295
chrUn_GL344869	chr9,44239,chr19,20474,chrUn_gl000222,2690,chr10,2066
chrUn_GL344868	chr9,92583,chr7,24313,chr22,13797
chrUn_GL344319	chr11,25611
chrUn_GL344649	chr10,50907
chrUn_GL344648	chr9,126826
chrUn_AAWZ02037662	chr8,56421
chrUn_AAWZ02039359	chr5,46925,chr15,3412
chrUn_AAWZ02037666	chr19,61688,chr7,28645,chr16,4628,chr9,2806
chrUn_GL344241	chr19,122605,chr11,10342
chrUn_AAWZ02037668	chr11,35273
chrUn_GL343329	chr19,1093649,chr17,26215,chr4,25720,chr12,7845,chr5,5881
chrUn_GL343328	chr1,1089087,chr10,9259
chrUn_AAWZ02039998	chr4,8227
chrUn_AAWZ02039999	chr2,39278
chrUn_AAWZ02041554	chr6,10918
chrUn_GL344885	chr19,57350
chrUn_AAWZ02040951	chr17,13562
chrUn_AAWZ02039992	chr2,14521
chrUn_AAWZ02039993	chr18,9536
chrUn_GL344881	chr2,23825
chrUn_AAWZ02040955	chr1,12322
chrUn_GL344883	chr3,73647
chrUn_GL344882	chr19,39339,chrX,18573,chr3,2221
chrUn_GL344240	chr17,156515
chrUn_AAWZ02038356	chr17,12267
chrUn_AAWZ02037460	chr2,41423
chrUn_AAWZ02037461	chr1,19338
chrUn_GL345132	chr14,13283,chr1,5248,chr11,2436
chrUn_GL345130	chr3,30171
chrUn_AAWZ02037998	chr6,38859
chrUn_AAWZ02041556	chr2,26840
chrUn_AAWZ02041803	chr9,7695
chrUn_GL344247	chr7,236263
chrUn_AAWZ02041805	chr16,31688
chrUn_AAWZ02041552	chr7,37544
chrUn_AAWZ02041551	chr9,45289
chrUn_AAWZ02038286	chr1,51343
chrUn_AAWZ02040822	chr2,13656
chrUn_AAWZ02041558	chr19,38894,chr11,4074,chr3,2072
chrUn_AAWZ02038368	chr11,10617
chrUn_AAWZ02041253	chr9,14560
chrUn_AAWZ02037999	chr3,12067
chrUn_AAWZ02038369	chr14,42724
chrUn_AAWZ02036550	chr1,10679
chrUn_GL344245	chr6,59142,chr9,35485
chrUn_GL343783	chr2,281032
chrUn_GL343782	chr1,141297,chr2,20655
chrUn_GL343781	chr1,275102,chr6,69689,chr2,17748,chr11,5447
chrUn_GL343780	chrX,319260,chr3,4404
chrUn_GL343787	chr21,15750,chr1,14619
chrUn_GL343786	chr19,129378,chr6,47864,chr3,34675,chr17,9450
chrUn_GL343785	chr3,71372,chr5,34344,chr16,15008,chr1,7369
chrUn_GL343784	chr17,660751
chrUn_GL343789	chr8,257962
chrUn_GL343788	chr11,101150,chr8,9711
chrUn_GL343545	chr8,1027345,chr2,153646,chr12,49692,chr7,23880,chr20,5264,chrX,3802
chrUn_GL343544	chr9,419226
chrUn_GL343547	chr19,177183,chr2,142213,chr8,46136,chrUn_gl000223,17723,chrX,16904,chr1,14980,chr17,6242
chrUn_GL343546	chr16,836932
chrUn_GL343541	chr9,279835
chrUn_GL343540	chr17,112489,chr2,49079,chr20,27016,chr22,16359,chr19,8555,chr1,6912,chr14,6907,chr3,4815
chrUn_GL343543	chr17,791715
chrUn_GL343542	chr2,517260,chr6,34039,chrY,31038,chr3,7044,chr4,5462
chrUn_AAWZ02038288	chr5,18543
chrUn_GL343549	chr10,116235,chr11,19050,chr14,11022,chr15,5212
chrUn_GL343548	chr5,480649,chr12,7952
chrUn_AAWZ02038446	chr9,36438
chrUn_AAWZ02039974	chr3,6932
chrUn_AAWZ02039975	chr1,34523
chrUn_AAWZ02037994	chr15,89695
chrUn_AAWZ02039979	chr8,36344
chrUn_AAWZ02041707	chr13,21911
chrUn_AAWZ02041701	chr19,19787
chrUn_AAWZ02040319	chr2,42146
chrUn_AAWZ02041708	chr4,10390
chrUn_AAWZ02036994	chr9,40733
chrUn_AAWZ02041350	chr3,10887
chrUn_AAWZ02041226	chr5,11024
chrUn_AAWZ02039304	chr19,86293,chr15,2274
chrUn_AAWZ02038861	chr3,6846
chrUn_AAWZ02040604	chr5,16500
chrUn_AAWZ02040605	chr11,38552
chrUn_AAWZ02040606	chr19,17568
chrUn_AAWZ02040601	chr4,36599,chr15,14114,chr9,2190
chrUn_AAWZ02040603	chr18,15162
chrUn_AAWZ02039320	chr11,30555
chrUn_AAWZ02040547	chr9,40635
chrUn_AAWZ02040548	chr7,6750
chrUn_AAWZ02041673	chr7,26196
chrUn_GL344636	chr11,15955
chrUn_AAWZ02041099	chr15,24694
chrUn_AAWZ02037898	chr2,11934
chrUn_AAWZ02040353	chrX,28791
chrUn_AAWZ02038348	chr19,47965,chr5,12744,chr9,9741
chrUn_GL343769	chr16,946242,chr8,9485,chr22,2348
chrUn_GL343768	chr20,125259
chrUn_GL343765	chr22,81620,chr11,44631,chr19,31310,chr12,25244,chr3,24602,chr16,21160,chr2,18626,chr13,10029,chr9,5966,chr17,5667,chr4,2348
chrUn_GL343764	chr14,84859,chr1,16535
chrUn_GL343767	chr11,895316
chrUn_GL343766	chr11,13496,chr2,7406
chrUn_GL343761	chrX,295729
chrUn_GL343760	chr1,298008,chr11,17487
chrUn_GL343763	chr9,399786
chrUn_GL343762	chr15,47664,chr5,22009,chr6,13359
chrUn_GL344637	chr9,70803
chrUn_AAWZ02040296	chr9,43870
chrUn_AAWZ02041012	chr10,29415
chrUn_AAWZ02038583	chr15,14535
chrUn_AAWZ02041016	chr1,11850
chrUn_AAWZ02038585	chr12,44757
chrUn_AAWZ02041014	chr19,20101
chrUn_AAWZ02041015	chr4,37768
chrUn_GL343884	chr6,284438,chr16,63316,chr19,54268,chrUn_gl000223,3797,chr5,3633
chrUn_GL343885	chr19,106582
chrUn_GL343886	chr20,129963,chr17,31420,chr19,21274
chrUn_GL344634	chr18,48254,chr2,9582
chrUn_AAWZ02038562	chr5,19516,chr2,7377,chr1,5157
chrUn_AAWZ02038560	chr19,30949
chrUn_GL343887	chr3,97760
chrUn_AAWZ02036781	chr19,39017,chr6,2110
chrUn_AAWZ02041417	chr19,19653
chrUn_GL343880	chr1,107503,chr22,9533
chrUn_GL343881	chr1,245205,chr12,19411
chrUn_AAWZ02038698	chr20,11556
chrUn_GL344209	chr16,199172
chrUn_AAWZ02039181	chr1,23606
chrUn_AAWZ02041129	chr7,6936
chrUn_AAWZ02038694	chr1,21638
chrUn_AAWZ02041127	chr2,11675
chrUn_GL344208	chr7,181411,chrX,3635
chrUn_AAWZ02041122	chr15,33167
chrUn_AAWZ02038163	chr17,58670
chrUn_AAWZ02038160	chr19,81665
chrUn_AAWZ02038161	chr19,17699
chrUn_GL343927	chr1,71841,chr7,26188,chr11,7311
chrUn_AAWZ02039747	chr22,56851
chrUn_AAWZ02038897	chr4,38062
chrUn_AAWZ02039740	chr10,18450,chr20,11699
chrUn_GL343926	chr7,260835,chr2,10683
chrUn_GL343925	chr1,178227
chrUn_AAWZ02037921	chr15,89535,chr17,2890
chrUn_AAWZ02037920	chr2,10530
chrUn_GL343924	chr19,152167,chr12,10850,chr16,4737,chr7,3029
chrUn_GL344203	chr2,140479,chr10,31051
chrUn_GL343922	chr15,135393,chr5,2629
chrUn_GL344418	chr17,42953,chr7,17674,chr2,7499,chr3,7291
chrUn_GL344419	chr11,63443
chrUn_GL343921	chr15,60872
chrUn_GL343372	chr18,609614,chr9,516079
chrUn_GL344413	chr7,60350
chrUn_GL343370	chrY,263914,chrX,84657,chr10,15877,chr17,13577,chr6,9268
chrUn_GL343371	chr2,1166326
chrUn_GL343376	chrX,969713,chr22,85305,chr15,65549,chr19,52924,chr5,14966
chrUn_GL344417	chr1,44145
chrUn_GL344414	chr19,27188,chr6,16257
chrUn_GL343375	chr4,1228254
chrUn_AAWZ02038760	chr15,12928
chrUn_GL343398	chr9,509052
chrUn_AAWZ02038762	chr6,25538
chrUn_AAWZ02038765	chr19,65887
chrUn_AAWZ02038766	chr7,31238
chrUn_GL343399	chr10,389690,chr11,27107
chrUn_AAWZ02039360	chr12,6561
chrUn_AAWZ02038660	chr14,12786,chrX,3831
chrUn_AAWZ02037811	chr14,27069
chrUn_AAWZ02037815	chr1,49037
chrUn_AAWZ02037818	chr15,16033
chrUn_GL343461	chr6,257270,chr1,45029,chr18,7806,chr16,4733,chr5,2991,chr17,2119
chrUn_AAWZ02041850	chr1,24318
chrUn_AAWZ02037252	chr15,26638
chrUn_AAWZ02037209	chr1,75730
chrUn_AAWZ02038839	chr19,9861
chrUn_AAWZ02039412	chr16,27087
chrUn_AAWZ02039414	chr1,18177
chrUn_AAWZ02039416	chr5,8817
chrUn_AAWZ02037496	chr9,19298,chr19,18545,chr3,11476
chrUn_AAWZ02037495	chr10,68465
chrUn_AAWZ02037494	chr18,34425
chrUn_AAWZ02037493	chr5,19656
chrUn_AAWZ02038835	chr3,34839,chr20,3792
chrUn_AAWZ02038837	chr6,7829
chrUn_GL344254	chr2,99378
chrUn_GL343975	chr8,796895,chr1,19927
chrUn_GL344256	chr19,96983,chr9,20848,chr6,10442,chr16,8459,chr3,7423,chr15,7360,chr7,3592,chr8,2054
chrUn_GL344525	chr21,19773,chr15,18874
chrUn_GL343970	chr22,16299,chr12,16134,chr5,12854
chrUn_GL344523	chr17,92511,chr20,2541
chrUn_GL343972	chr17,68405
chrUn_GL344253	chr19,106961,chr17,32399
chrUn_AAWZ02040056	chr12,9182
chrUn_GL343978	chr11,103630
chrUn_GL343979	chr14,79059
chrUn_GL344528	chr11,10362
chrUn_GL344529	chr20,18182
chrUn_GL343396	chr11,599107,chr13,96743,chr2,96522,chr22,23213,chrX,8477
chrUn_GL343397	chr12,398965,chr17,21806
chrUn_AAWZ02039266	chr5,20716
chrUn_AAWZ02037078	chr9,41724,chr17,2962
chrUn_GL343998	chr15,250519
chrUn_GL343999	chr9,209074
chrUn_GL343996	chr1,103135,chr16,17763,chr12,12291,chr18,2659
chrUn_GL343997	chrUn_gl000223,45607,chr8,43420,chr19,11169,chr17,7124,chr9,2716
chrUn_GL343994	chr11,152166,chr15,23156,chr1,23100,chr19,2252
chrUn_GL343995	chr8,15388
chrUn_GL343992	chr17,46173
chrUn_GL343993	chr7,177631
chrUn_GL343990	chr5,30638
chrUn_GL343991	chr3,384164
chrUn_AAWZ02037786	chr16,22200
chrUn_AAWZ02037785	chr1,32496
chrUn_AAWZ02037784	chr19,71760,chr12,7229
chrUn_AAWZ02037788	chr9,33953,chr11,16152
chrUn_AAWZ02039006	chr2,24340
chrUn_GL343868	chr19,53553,chrX,33962,chr7,18959,chr14,10671,chr3,5682,chr8,2834
chrUn_AAWZ02041682	chr9,12055
chrUn_AAWZ02038891	chr15,22078
chrUn_GL344632	chr17,45017
chrUn_GL343866	chr16,514493
chrUn_GL344322	chr16,96836
chrUn_GL344631	chr19,42208
chrUn_GL344324	chr16,62386
chrUn_GL344325	chr19,222046,chr9,9769
chrUn_GL344326	chr16,154491
chrUn_GL343867	chr2,203737,chr15,15075
chrUn_GL344328	chr9,282191,chr1,2092
chrUn_GL344639	chr1,17335
chrUn_GL343864	chr1,335400
chrUn_GL345074	chr8,31300
chrUn_GL343862	chr1,153984,chr15,41905,chr19,2560
chrUn_AAWZ02039768	chr3,13589
chrUn_AAWZ02037679	chr17,30938
chrUn_GL343863	chr20,15900
chrUn_AAWZ02041108	chr5,117200
chrUn_AAWZ02041495	chrUn_gl000222,42794,chr19,6129
chrUn_GL344255	chr1,77630
chrUn_AAWZ02039987	chr17,32798
chrUn_AAWZ02040946	chr5,14749
chrUn_AAWZ02039983	chrX,19827,chr2,9058,chr5,3452
chrUn_AAWZ02040942	chr16,16705
chrUn_AAWZ02041498	chr1,24492
chrUn_AAWZ02040940	chr2,13939
chrUn_AAWZ02036718	chr4,15013
chrUn_GL345125	chr5,19362
chrUn_AAWZ02037473	chr3,27844,chr17,6091
chrUn_GL345126	chr1,33975
chrUn_GL345120	chr11,22027
chrUn_AAWZ02037476	chr6,11496
chrUn_GL344746	chr10,43064,chr3,7940
chrUn_GL344744	chr1,18582
chrUn_GL344745	chr8,89528,chr7,11851
chrUn_GL344743	chr2,115527
chrUn_GL344740	chr9,45946
chrUn_GL344741	chr1,137891
chrUn_AAWZ02041834	chr1,15700
chrUn_AAWZ02041836	chr19,12131
chrUn_AAWZ02041833	chr2,44410
chrUn_AAWZ02041838	chr2,12919
chrUn_AAWZ02040839	chr1,27552
chrUn_AAWZ02040838	chr1,34955
chrUn_AAWZ02035785	chr11,12706
chrUn_AAWZ02035787	chrX,35232
chrUn_AAWZ02035786	chr22,90645
chrUn_GL344443	chr1,89455,chr8,2282
chrUn_GL344250	chr11,63937,chr5,45385,chr6,15493
chrUn_AAWZ02039971	chr19,24882,chr8,2619
chrUn_AAWZ02040726	chr13,19532,chr17,11630
chrUn_AAWZ02040724	chr2,28268
chrUn_AAWZ02040720	chr19,24855
chrUn_AAWZ02040058	chr7,70723
chrUn_GL343570	chr6,183669,chr1,18286,chr9,14050,chrUn_gl000211,7250,chr19,2051
chrUn_GL343571	chr19,378649,chr3,61646,chr18,17783,chr10,7010,chrUn_gl000223,6406,chr16,5197,chr20,4086,chr5,3279,chr12,2764,chr6,2219
chrUn_GL343572	chr20,331751,chr15,16959
chrUn_GL343573	chr15,2092280,chr19,79303,chr11,13280,chr16,4623,chr12,4041,chrX,2184
chrUn_GL343574	chr2,312190,chr20,167535,chr8,102019,chr4,7178,chr10,3768
chrUn_GL343575	chr19,457049,chr10,9287,chr7,8269,chr6,7350,chr11,5586,chr5,3254,chrX,2344,chr16,2246
chrUn_GL343576	chr2,126934,chr5,2879
chrUn_GL343577	chrX,266729,chr13,74679,chr9,70443,chr4,7133,chr11,5166
chrUn_GL343578	chr8,284632,chr7,13495,chr10,3460
chrUn_GL343579	chr12,164302,chr11,37536,chr3,10672
chrUn_GL344434	chr2,11094
chrUn_AAWZ02038990	chr1,7398
chrUn_GL344436	chr6,24776,chr19,21846
chrUn_AAWZ02039960	chr3,8767
chrUn_GL344437	chr19,382775,chr22,12763
chrUn_AAWZ02035238	chr16,52673,chr19,22207,chr9,10898,chrX,6642,chr7,5339,chr18,3112,chr11,2316,chr8,2214
chrUn_GL344430	chr11,145826
chrUn_GL344431	chr5,13056
chrUn_GL343688	chr1,124156
chrUn_GL343689	chr16,75749,chr17,11243
chrUn_GL344432	chr8,41578
chrUn_GL343682	chr22,41850,chr3,10149,chr11,7022
chrUn_GL343683	chr1,110889,chr3,19487
chrUn_GL343680	chr14,1260566
chrUn_GL343353	chr2,1974553,chr7,24782,chr17,17856
chrUn_GL343686	chrX,703668,chr22,15831,chr9,6448,chr7,3706,chr16,3398,chrY,2265
chrUn_GL343687	chr3,82218
chrUn_GL343684	chr17,276171
chrUn_GL343685	chr4,139081,chr1,22780,chr6,22514,chr11,15092,chr8,8791
chrUn_AAWZ02037310	chr19,55256,chr6,10310,chr9,2609
chrUn_AAWZ02041413	chr1,40793,chr12,4006
chrUn_AAWZ02036817	chr1,24784
chrUn_AAWZ02039319	chr1,51636
chrUn_AAWZ02037304	chr7,18331
chrUn_GL343359	chr2,1343989
chrUn_AAWZ02038227	chr6,74046
chrUn_AAWZ02039620	chr9,25159
chrUn_AAWZ02040611	chr19,11288
chrUn_AAWZ02039621	chr18,10991
chrUn_AAWZ02036546	chr1,62950
chrUn_AAWZ02040615	chr13,15797,chr4,3477
chrUn_AAWZ02040536	chr1,43582
chrUn_AAWZ02038995	chr1,25194
chrUn_GL344852	chr2,35039
chrUn_AAWZ02038898	chr4,8606
chrUn_AAWZ02040531	chr2,30738
chrUn_GL343269	chr8,1469465
chrUn_AAWZ02038905	chr11,65795
chrUn_GL343196	chr10,10107935,chr11,54073,chr2,9753
chrUn_GL343197	chr11,5380053,chr14,9905,chr21,2949
chrUn_GL343194	chr1,9327890
chrUn_GL343195	chr5,2475346,chr14,49512,chr1,36082,chrX,33806,chr15,26966,chr11,22188,chr6,13040,chr2,12670,chr17,12156,chr4,10893,chr10,9093,chr12,9014,chr18,8561,chr19,8005,chr3,7671,chr16,6697
chrUn_GL343193	chr5,13232674,chr17,15402,chr8,9772,chr3,8645
chrUn_GL344553	chr1,17308
chrUn_GL343812	chr9,123596
chrUn_GL343198	chr12,2550513,chr17,1485104,chr19,682469,chr9,60509,chr7,53653,chr2,21824,chr11,20596,chr1,15040,chrX,9505,chr16,7575,chr15,5364
chrUn_GL343199	chr10,1593473,chr17,53282,chr2,41661,chr12,22155,chr22,19811,chr4,16892,chrX,15237,chr21,13252,chr11,4162,chr7,2476,chr15,2113
chrUn_GL343758	chrX,338893,chr17,45503,chr3,20633,chr11,5684
chrUn_GL343759	chr15,1004512
chrUn_GL344666	chr20,9663
chrUn_GL343750	chr8,140546,chr4,19512,chr21,13854
chrUn_GL343751	chr9,343702,chr16,73534,chr2,12606,chr18,3675,chr7,2118
chrUn_GL343752	chr8,158418
chrUn_GL343753	chr14,145175,chr4,28544,chr16,19404,chr8,14954,chr19,2598
chrUn_GL343754	chr8,188685
chrUn_GL343755	chr19,131758
chrUn_GL343756	chr1,44084,chr5,18541
chrUn_GL344104	chr16,97022
chrUn_AAWZ02041009	chr17,15296
chrUn_GL344552	chr11,131233
chrUn_GL344663	chr16,36179
chrUn_AAWZ02038599	chr2,26275,chr1,2121
chrUn_AAWZ02038598	chr11,12120
chrUn_AAWZ02036544	chr4,21367
chrUn_AAWZ02038596	chr19,70567,chr2,2064
chrUn_AAWZ02041003	chr1,21954,chr3,4459,chr19,3995
chrUn_GL344662	chr17,16661,chr22,9941
chrUn_AAWZ02041005	chr22,15052
chrUn_AAWZ02041357	chr17,45427
chrUn_AAWZ02041007	chr3,16642
chrUn_GL344850	chr3,13598
chrUn_AAWZ02037593	chr5,10724,chr7,2582
chrUn_AAWZ02040281	chr2,31292
chrUn_AAWZ02040284	chr15,7198
chrUn_AAWZ02040285	chr12,14145
chrUn_AAWZ02040286	chr9,12035
chrUn_AAWZ02041219	chrX,17359
chrUn_AAWZ02036029	chr11,60321,chr2,7372,chr13,3654
chrUn_AAWZ02038570	chr12,17738
chrUn_GL344551	chr9,104188,chr1,8065
chrUn_AAWZ02038575	chr13,34959
chrUn_AAWZ02038574	chr17,16795
chrUn_AAWZ02039088	chr11,26422
chrUn_AAWZ02039089	chr11,31861
chrUn_AAWZ02038579	chr3,7506,chr13,2455
chrUn_AAWZ02038578	chr3,88010
chrUn_AAWZ02038064	chr5,13058
chrUn_AAWZ02037890	chr15,7855
chrUn_AAWZ02039080	chr11,30958,chr19,16130,chr7,6623,chr15,4284
chrUn_AAWZ02039081	chr16,19190
chrUn_AAWZ02036335	chr15,17253
chrUn_AAWZ02036334	chr15,56747
chrUn_AAWZ02039178	chr7,23590
chrUn_AAWZ02036336	chr9,23349
chrUn_AAWZ02036331	chr9,185974
chrUn_AAWZ02038178	chr9,8714
chrUn_AAWZ02036333	chr6,69990
chrUn_AAWZ02041132	chr17,22946
chrUn_AAWZ02039778	chr19,29816,chr16,9972
chrUn_AAWZ02038681	chr16,102310,chr13,10557
chrUn_AAWZ02038687	chr19,34577,chr4,5779,chr16,3492
chrUn_AAWZ02038689	chr16,25076
chrUn_AAWZ02039773	chr1,19996
chrUn_AAWZ02039774	chr4,7952
chrUn_GL344641	chr9,132135
chrUn_AAWZ02039776	chr2,6372
chrUn_AAWZ02040445	chr15,14215
chrUn_GL343896	chr17,33305,chrX,3350
chrUn_GL343369	chr5,43951,chr10,29094,chr13,27805,chr17,24814,chr2,24447,chr1,23840,chr6,20513,chrX,16439,chr9,16147,chr21,14029,chr19,12136,chr12,11432,chr22,7271,chr3,2313
chrUn_GL343368	chr10,448428,chr8,46010,chr2,17779,chr4,11169,chr19,8370,chr5,6925,chr12,3258
chrUn_AAWZ02039790	chr19,41728,chr16,9756,chr7,2528
chrUn_AAWZ02039796	chr17,26642
chrUn_AAWZ02039794	chr15,26553
chrUn_AAWZ02039795	chr5,12254
chrUn_GL343361	chr4,782844,chr6,21029,chr7,15991,chr11,13180,chr10,2747
chrUn_GL343360	chr3,235677,chr11,51364,chr19,27510,chr10,7989,chr15,4454,chr7,2320
chrUn_GL343363	chr15,2518233
chrUn_GL343362	chr2,2568635,chr6,13127,chr19,2249
chrUn_GL343365	chr20,658801,chr9,7259
chrUn_GL343364	chr12,1516701,chr22,338816,chr10,10268,chr8,2100
chrUn_GL343367	chr11,953767,chr2,33047
chrUn_GL343366	chr4,761411,chr17,39355,chr11,37182,chr6,7400
chrUn_GL344948	chr19,31992
chrUn_AAWZ02038775	chr1,18842
chrUn_AAWZ02038773	chr9,9157
chrUn_AAWZ02038772	chrX,202603,chr3,19446
chrUn_AAWZ02039318	chr15,10552
chrUn_GL344100	chr18,35449
chrUn_AAWZ02039316	chr2,9315
chrUn_AAWZ02039315	chr12,153520,chr2,12118,chr7,8049,chr17,7239
chrUn_AAWZ02038779	chr1,20017
chrUn_AAWZ02037866	chr4,40001
chrUn_AAWZ02040198	chr11,30561
chrUn_AAWZ02037860	chr20,10601
chrUn_GL344854	chr7,6597
chrUn_AAWZ02040196	chr5,38299
chrUn_AAWZ02040052	chr16,9047
chrUn_AAWZ02037869	chr6,15091
chrUn_AAWZ02037268	chr14,49047
chrUn_GL344101	chr6,41036
chrUn_AAWZ02037266	chr20,39350
chrUn_AAWZ02037267	chr1,80401,chr9,13135
chrUn_AAWZ02036549	chr7,37797,chr2,18420,chr19,3678,chr16,2051
chrUn_AAWZ02037263	chr9,27164
chrUn_AAWZ02039426	chr17,19796
chrUn_AAWZ02039427	chr17,12299
chrUn_AAWZ02039422	chr14,25134
chrUn_AAWZ02041879	chr19,15475
chrUn_AAWZ02038825	chrX,22342,chr1,10919
chrUn_AAWZ02039428	chr19,61521,chr15,11160
chrUn_AAWZ02038822	chr2,14604
chrUn_AAWZ02038821	chr1,15001,chr12,3044
chrUn_GL343963	chr3,45166,chr6,23789,chr8,2751
chrUn_GL343962	chr19,352642
chrUn_GL343961	chr11,425081,chr14,32815
chrUn_GL343216	chr4,1463325,chr2,15235
chrUn_GL343211	chr1,3470132,chr5,375573,chr9,9335
chrUn_GL343210	chr3,2624886
chrUn_GL343213	chr18,4912709
chrUn_GL343212	chr12,1969036
chrUn_GL343969	chr1,306566,chr11,20970,chrY,16133,chr20,10003,chr2,7952,chr16,4045
