chrUn_AAWZ02040322	chr15,40212,chr19,2973
chrUn_AAWZ02039326	chr10,14594
chrUn_AAWZ02041375	chr12,24769
chrUn_AAWZ02041328	chr14,13283
chrUn_AAWZ02038242	chr26,52307
chrUn_AAWZ02038241	chr7,39214
chrUn_AAWZ02040635	chrUn_random,36205
chrUn_AAWZ02037408	chr8,28472
chrUn_AAWZ02038245	chr1,62159
chrUn_AAWZ02040636	chr10,22966
chrUn_AAWZ02039288	chr25,10151,chrUn_random,9435
chrUn_AAWZ02039289	chr16,21003
chrUn_AAWZ02041371	chr2,17699
chrUn_AAWZ02037858	chrUn_random,16636
chrUn_AAWZ02037156	chr28,50730,chrUn_random,41553
chrUn_GL343971	chr9,53682
chrUn_AAWZ02036689	chrZ,29998,chr25,5597,chr28,2804
chrUn_AAWZ02036688	chr28,62520
chrUn_AAWZ02039285	chr1,48563
chrUn_AAWZ02036681	chr1,32542
chrUn_GL343778	chr1,18864,chr9,8397
chrUn_GL343779	chr25,221546,chr10,8864
chrUn_GL343776	chr11,127248,chrUn_random,11225,chr20,5655
chrUn_GL343777	chrUn_random,229289,chr18,8576,chr16,2818
chrUn_GL343774	chr20,194618,chrUn_random,10149
chrUn_GL343775	chr18,72016,chr1,33721,chr2,16174,chrUn_random,8393
chrUn_GL343772	chrUn_random,238049,chr18,21235,chr20,11235
chrUn_GL343773	chr11,478994,chrUn_random,12967,chr10,9344
chrUn_GL343770	chr20,395566,chr5,39503
chrUn_GL344370	chr28,84884,chrZ,31128,chrUn_random,24078,chr1,11317
chrUn_AAWZ02038027	chr1,34103
chrUn_AAWZ02038023	chr20,16660
chrUn_AAWZ02040559	chr10,12713
chrUn_AAWZ02038021	chrUn_random,16623
chrUn_AAWZ02036756	chr17,196565
chrUn_AAWZ02039283	chr4,23363
chrUn_AAWZ02036753	chr4,22880
chrUn_AAWZ02040551	chr2,10548
chrUn_GL343973	chr24,335191
chrUn_AAWZ02039990	chrUn_random,25576
chrUn_AAWZ02037710	chr5,11736
chrUn_AAWZ02039991	chr3,36250
chrUn_AAWZ02038754	chrUn_random,10984
chrUn_AAWZ02038757	chr11,17759
chrUn_AAWZ02039992	chr9,29016
chrUn_AAWZ02038753	chr5,9451
chrUn_AAWZ02038752	chr7,23214
chrUn_AAWZ02036352	chr11,159988
chrUn_AAWZ02036351	chr1,11643,chr9,10469,chr4,3700
chrUn_AAWZ02038118	chr1,40433
chrUn_AAWZ02039194	chr1,10961
chrUn_AAWZ02039197	chr24,35067
chrUn_AAWZ02038113	chr3,42575
chrUn_AAWZ02039199	chr28,35105
chrUn_AAWZ02038111	chr2,17409
chrUn_AAWZ02038110	chr28,133066
chrUn_AAWZ02038117	chr21,60030
chrUn_AAWZ02038114	chr4,23095
chrUn_AAWZ02037326	chr17,87796
chrUn_AAWZ02037939	chr7,10076
chrUn_AAWZ02039755	chr1,50901
chrUn_AAWZ02039752	chr14,10854
chrUn_AAWZ02039996	chr13,6636
chrUn_AAWZ02039751	chr11,37504
chrUn_AAWZ02037934	chrZ,10851
chrUn_GL344815	chr25,49899
chrUn_AAWZ02037589	chr1,83912
chrUn_AAWZ02040669	chrZ,19287
chrUn_AAWZ02037334	chr17,96186
chrUn_AAWZ02037333	chr3,7111
chrUn_GL344469	chrZ,22004,chr8,3551
chrUn_GL344468	chr1,12784
chrUn_GL343307	chr4,2522594
chrUn_GL343306	chr1,2838556
chrUn_GL343305	chrZ,528747,chr1,59041,chr2,40576,chr15,14537,chr4,10082,chr17,9485,chr10,6367,chr9,3228
chrUn_GL343304	chr9,1415080
chrUn_GL344463	chr10,349928
chrUn_GL343302	chr7,1989587
chrUn_GL343301	chr4,1018745
chrUn_GL343300	chr8,1153804,chrUn_random,12050
chrUn_AAWZ02036536	chr2,50478
chrUn_AAWZ02036535	chr19,221484
chrUn_GL344682	chr2,14618,chr9,10117,chrUn_random,9180
chrUn_AAWZ02037804	chr21,30499
chrUn_AAWZ02037826	chrZ,41659
chrUn_AAWZ02037800	chr18,26002
chrUn_GL344568	chr4,87153
chrUn_AAWZ02037802	chr3,10389
chrUn_AAWZ02037803	chr11,53567
chrUn_GL344569	chr9,43385
chrUn_AAWZ02041002	chr6,34583
chrUn_AAWZ02037242	chr14,45485
chrUn_AAWZ02037240	chrUn_random,8632
chrUn_AAWZ02037241	chr21,23664
chrUn_AAWZ02037246	chr1,76764
chrUn_AAWZ02037244	chr3,36586
chrUn_AAWZ02037245	chr19,26660
chrUn_GL344799	chr9,7503
chrUn_GL344562	chr15,47065,chr19,6512,chr14,5739,chr3,2795,chr2,2083
chrUn_AAWZ02038807	chrUn_random,40048
chrUn_AAWZ02038806	chrZ,18638
chrUn_AAWZ02038801	chrZ,26779
chrUn_AAWZ02038800	chr28,86562
chrUn_AAWZ02038803	chrUn_random,23391
chrUn_GL344563	chr14,243198,chr18,10241
chrUn_GL344791	chr3,45853,chr5,20498
chrUn_GL344790	chr21,7201
chrUn_GL344793	chr1,52780
chrUn_GL344792	chr3,10445,chr5,3532
chrUn_GL344795	chrUn_random,93959
chrUn_GL344560	chrE64,54769,chr18,2996
chrUn_GL344797	chr4,19122,chr1,3438
chrUn_GL344796	chr17,51020,chr8,16453
chrUn_GL344269	chr1,82856
chrUn_GL344268	chr21,478375
chrUn_GL344561	chr7,45751
chrUn_GL344261	chr20,77928
chrUn_GL344260	chrE64_random,67699
chrUn_GL344263	chr28,85015
chrUn_GL344262	chr17,100868,chrUn_random,12381
chrUn_GL344265	chr4,64358,chrUn_random,13392
chrUn_GL344264	chr13,10917
chrUn_GL343947	chr15,757846
chrUn_GL344266	chr12,141009,chr1,8286
chrUn_AAWZ02039799	chr4,17186
chrUn_AAWZ02039926	chr1,13792
chrUn_GL344565	chr7,75861
chrUn_GL343325	chr5,2365318
chrUn_AAWZ02037799	chr10,14704
chrUn_AAWZ02037068	chr8,19612
chrUn_GL344112	chr17,320561
chrUn_AAWZ02037794	chr4,50940
chrUn_AAWZ02037067	chr18,10343
chrUn_AAWZ02038933	chr8,53019
chrUn_GL344243	chr6,61895,chrUn_random,9753,chr3,2223
chrUn_AAWZ02037062	chr8,32559
chrUn_GL344111	chr1,252720
chrUn_AAWZ02037793	chr10,34070
chrUn_AAWZ02040224	chr3,19047
chrUn_GL344110	chr6,34585,chr13,2400
chrUn_GL344117	chr14,256345
chrUn_GL344116	chr20,33629
chrUn_GL344085	chr1,41319,chr21,10477
chrUn_GL344084	chr11,43369
chrUn_GL344087	chrUn_random,28763,chr10,23783,chrZ,19899
chrUn_GL344086	chr17,149473,chr21,10004
chrUn_GL344080	chr7,283766
chrUn_GL344083	chr21,272961,chr26,8903,chr15,8718
chrUn_GL344082	chr18,25325
chrUn_GL344242	chr18,374080
chrUn_GL344442	chr4,64319
chrUn_GL344089	chr16,20088
chrUn_GL344088	chr24,630450
chrUn_AAWZ02038989	chr11,26932,chr20,2847
chrUn_GL344315	chrE22C19W28_E50C23_random,8323
chrUn_GL344314	chr21,124843
chrUn_GL344645	chr21,93431
chrUn_GL344316	chr8,112110,chrZ,2602
chrUn_GL344643	chrUn_random,10229
chrUn_GL344642	chr17,140381
chrUn_GL344313	chrZ,122694,chr10,11183
chrUn_GL344640	chr9,13927
chrUn_AAWZ02036828	chr21,8841
chrUn_GL344869	chrUn_random,25260
chrUn_GL344868	chr17,107273
chrUn_GL344319	chr5,44685,chrUn_random,8859
chrUn_GL344649	chr6,66675
chrUn_GL344648	chr17,138322
chrUn_AAWZ02037662	chr4,61476
chrUn_AAWZ02039359	chrZ,54575,chr1,2003
chrUn_AAWZ02037666	chrUn_random,51697
chrUn_GL344241	chrUn_random,115782,chr10,9511,chr25,9173
chrUn_AAWZ02037668	chr5,56245
chrUn_GL343329	chr18,324604,chr5,151889,chr14,140937,chr4,73624,chr1,42373,chr26,25693,chr11,21926
chrUn_GL343328	chr8,1413498
chrUn_AAWZ02039999	chr9,42845
chrUn_AAWZ02041554	chr3,17609
chrUn_AAWZ02039215	chr2,18886
chrUn_GL344885	chr28,64417
chrUn_GL344884	chr4,6889
chrUn_GL344887	chr5,12014,chr1,10410
chrUn_AAWZ02037825	chr9,9235
chrUn_GL344881	chr3,33911
chrUn_GL344880	chr5,12160
chrUn_GL344883	chr2,79858
chrUn_GL344882	chr18,30695,chrUn_random,4024
chrUn_GL344240	chrUn_random,23798
chrUn_AAWZ02038356	chr19,11472
chrUn_AAWZ02041550	chr1,6185
chrUn_AAWZ02037461	chr8,16100
chrUn_GL345132	chr5,17971
chrUn_GL345130	chrUn_random,23658
chrUn_AAWZ02037998	chr2,68175
chrUn_AAWZ02041556	chr3,38686
chrUn_AAWZ02041803	chrZ,10186
chrUn_GL344247	chr14,233926
chrUn_AAWZ02040828	chr1,23445
chrUn_AAWZ02041552	chr14,59410
chrUn_AAWZ02041551	chr17,44596
chrUn_AAWZ02038286	chr21,59539
chrUn_AAWZ02040824	chr1,11440
chrUn_AAWZ02040822	chr7,16268
chrUn_AAWZ02041558	chrUn_random,36852
chrUn_AAWZ02041253	chrZ,16649
chrUn_AAWZ02035793	chr2,46071
chrUn_AAWZ02039119	chr19,22021
chrUn_AAWZ02039308	chr8,9146
chrUn_AAWZ02036550	chrUn_random,11906
chrUn_GL344245	chr3,76449,chr2,42351
chrUn_GL343783	chr7,327239
chrUn_GL343782	chr8,140648,chrUn_random,19158,chr10,15873
chrUn_GL343781	chr3,74255,chr24,69576,chrUn_random,33179,chr1,26158,chr5,8385,chr23,7260
chrUn_GL343780	chr4,603430
chrUn_GL343787	chr5,20322,chr21,15835
chrUn_GL343786	chr18,47838,chrUn_random,39018,chr2,25015
chrUn_GL343785	chr2,152903
chrUn_GL343784	chr21,335425,chr1,52693,chr19,14886,chr11,9169
chrUn_GL343789	chrUn_random,64469,chr12,10613,chr1,6481
chrUn_GL343788	chr4,55734,chr1,46196
chrUn_GL343545	chr22,1178617,chr6,62615,chr1,45605
chrUn_GL343544	chrZ,550055,chr10,29449,chr28,13616,chr8,12088
chrUn_GL343547	chr3,307902,chrUn_random,48293,chr18,40472,chr2,10614,chr1,2447
chrUn_GL343546	chr14,1287999,chr7,6741
chrUn_GL343541	chr17,622821
chrUn_GL343540	chr18,125401,chr2,17473,chr11,11542
chrUn_GL343543	chr19,1090681,chr3,6489
chrUn_GL343542	chr1,885826,chr20,10982
chrUn_AAWZ02038363	chr7,20098
chrUn_GL343549	chr6,312916,chr16,29012,chr5,10490
chrUn_GL343548	chr13,620004,chrZ,13124,chr1,11019
chrUn_AAWZ02039970	chr4,10460
chrUn_AAWZ02038446	chr17,49012
chrUn_AAWZ02039974	chr9,9568
chrUn_AAWZ02039975	chrUn_random,24129
chrUn_AAWZ02037994	chr10,99370
chrUn_AAWZ02039978	chr8,6547
chrUn_AAWZ02039979	chrUn_random,9097
chrUn_AAWZ02041707	chr1,36769
chrUn_AAWZ02038443	chr1,17935
chrUn_AAWZ02041701	chr28,18552
chrUn_AAWZ02040319	chr7,50492
chrUn_AAWZ02041708	chr4,13795
chrUn_AAWZ02041226	chr2,19241
chrUn_AAWZ02039304	chr10,69192
chrUn_AAWZ02038861	chr2,11262
chrUn_AAWZ02040604	chrZ,25435
chrUn_AAWZ02040605	chrUn_random,8253
chrUn_AAWZ02040606	chr28,18925
chrUn_AAWZ02038860	chr2,43534
chrUn_AAWZ02040601	chr4,43598
chrUn_AAWZ02040602	chr23,9225
chrUn_AAWZ02040603	chr2,25547
chrUn_AAWZ02037899	chr1,10545
chrUn_AAWZ02040541	chr11,9174
chrUn_AAWZ02039320	chr5,39188
chrUn_AAWZ02040547	chr17,46413
chrUn_AAWZ02038865	chr1,8262
chrUn_GL344636	chr24,26257
chrUn_AAWZ02041910	chr6,20486
chrUn_AAWZ02040353	chr4,32446
chrUn_AAWZ02038348	chrUn_random,34552,chr1,2014
chrUn_GL343769	chr14,1042028
chrUn_GL343768	chr20,193444
chrUn_GL343765	chr1,108770,chrUn_random,11792,chr5,6426
chrUn_GL343764	chr5,156626
chrUn_GL343767	chr24,1156230
chrUn_AAWZ02038341	chr19,65074
chrUn_GL343761	chr4,653156,chr1,2773
chrUn_GL343760	chr21,458260
chrUn_GL343763	chr17,766368
chrUn_GL343762	chrUn_random,70945,chr13,25851,chr3,21145,chr20,11472,chr1,8271
chrUn_GL344637	chr17,82360
chrUn_AAWZ02040296	chr17,39920
chrUn_AAWZ02041012	chr6,36527
chrUn_AAWZ02038582	chr19,32665
chrUn_AAWZ02038583	chrUn_random,18516,chr10,13085
chrUn_AAWZ02038585	chr15,53632
chrUn_AAWZ02038587	chr1,10594
chrUn_GL343884	chr8,99028,chr11,40079,chrUn_random,17748,chr17,13549,chr1,2986
chrUn_GL343885	chrUn_random,10294
chrUn_GL343886	chr20,131769
chrUn_GL344634	chr2,84334
chrUn_AAWZ02038563	chr2,10136
chrUn_GL343887	chr9,113502,chr1,10305
chrUn_AAWZ02038566	chr4,14600
chrUn_AAWZ02036781	chr5,35267,chr3,12437
chrUn_AAWZ02041417	chrZ,11243
chrUn_GL343880	chr21,405914
chrUn_AAWZ02039186	chr13,10132
chrUn_AAWZ02038698	chr20,42938,chr2,7156
chrUn_GL344209	chr14,185516
chrUn_AAWZ02039181	chr26,33034
chrUn_AAWZ02041129	chr14,16009
chrUn_AAWZ02038694	chr3,23858
chrUn_AAWZ02041127	chr7,24519
chrUn_AAWZ02038164	chr28,7050
chrUn_GL344208	chr12,115808,chrUn_random,6450
chrUn_AAWZ02038162	chr23,11410
chrUn_AAWZ02038163	chr19,55514
chrUn_AAWZ02039189	chr17,88499
chrUn_AAWZ02038693	chr7,28513
chrUn_GL343927	chr9,75878,chr2,34550,chr1,24213,chr14,11135,chr21,6618
chrUn_AAWZ02039747	chr15,54210
chrUn_AAWZ02038897	chr4,41108
chrUn_AAWZ02039740	chrUn_random,19406,chr28,9893
chrUn_GL343926	chr9,126070,chr10,16829,chrUn_random,7314
chrUn_GL343925	chr21,314637
chrUn_AAWZ02037921	chr10,93906
chrUn_AAWZ02037920	chr7,37238
chrUn_AAWZ02040730	chr4,8881
chrUn_GL343924	chrUn_random,162205,chr1,17066,chr3,6289,chr16,3117,chr18,2290
chrUn_AAWZ02038958	chr28,21139,chrUn_random,10752
chrUn_GL344203	chr6,52797,chrUn_random,42166
chrUn_AAWZ02041852	chrUn_random,60241
chrUn_GL343922	chr10,213644
chrUn_GL344418	chr2,27664
chrUn_GL344419	chr3,30381
chrUn_AAWZ02038873	chrUn_random,11863
chrUn_GL343921	chr10,167309
chrUn_GL344412	chr11,41618,chrUn_random,8898
chrUn_GL344413	chr9,19027
chrUn_GL343370	chr4,969881
chrUn_GL343371	chr7,1757102
chrUn_GL343376	chr4,2235429,chr15,84912,chrZ,16758
chrUn_GL344417	chr21,51118
chrUn_GL344414	chr28,39060,chrUn_random,15430
chrUn_GL343375	chr4,1953748
chrUn_AAWZ02038760	chr10,24103
chrUn_AAWZ02038762	chr2,29693
chrUn_AAWZ02041236	chr20,15530
chrUn_AAWZ02038765	chr28,62306
chrUn_AAWZ02038766	chr2,34333
chrUn_GL343399	chr6,1266342,chr1,11049,chr7,10015,chr2,4899
chrUn_AAWZ02039362	chr24,9374
chrUn_AAWZ02039360	chr15,8446
chrUn_AAWZ02039367	chr7,11022
chrUn_AAWZ02038660	chr5,22265
chrUn_AAWZ02037811	chr5,20998
chrUn_AAWZ02037815	chr25,39560
chrUn_AAWZ02037818	chr10,12461,chrZ,4632
chrUn_GL343461	chr3,699453
chrUn_AAWZ02039168	chr1,10305
chrUn_AAWZ02037252	chr10,54811
chrUn_AAWZ02037209	chr9,56224
chrUn_AAWZ02038839	chr11,13791
chrUn_AAWZ02039412	chrUn_random,26942
chrUn_AAWZ02037499	chr1,17666
chrUn_AAWZ02039416	chr13,17822
chrUn_AAWZ02038830	chr2,8773
chrUn_AAWZ02037496	chr28,22779,chr17,18592
chrUn_AAWZ02037495	chr6,78457
chrUn_AAWZ02037494	chrZ,31553
chrUn_AAWZ02037493	chr15,25941
chrUn_AAWZ02038835	chr2,39580
chrUn_AAWZ02038837	chr3,18567
chrUn_GL344254	chr3,119439
chrUn_GL343975	chr23,183089
chrUn_GL344256	chrUn_random,62405,chrZ,27635,chr1,7229
chrUn_GL344525	chr10,25114
chrUn_GL343970	chr1,64540
chrUn_GL344251	chr14,44957,chr18,7402
chrUn_GL343972	chr18,207034
chrUn_GL344253	chr28,70049,chr2,13618
chrUn_AAWZ02040057	chr4,7840
chrUn_AAWZ02040056	chr1,24057
chrUn_GL343978	chr1,133510
chrUn_GL343979	chr27,42783,chr2,31980
chrUn_GL344528	chr1,19347
chrUn_GL343209	chr2,7996470,chr15,12176,chr17,2394
chrUn_GL343396	chr24,1821793
chrUn_GL343397	chr1,1248672
chrUn_AAWZ02039266	chr2,22061
chrUn_AAWZ02037078	chr17,46820
chrUn_GL343998	chr10,288046,chrZ,8997
chrUn_GL343999	chr17,214228,chr8,13762
chrUn_GL343996	chr21,294539
chrUn_GL343997	chr23,8533
chrUn_GL343994	chr3,126264,chr28,20475,chrZ,10848,chr1,8601,chr14,2431
chrUn_GL343995	chr2,8898
chrUn_GL343992	chr19,47049
chrUn_GL343993	chrUn_random,163343
chrUn_GL343990	chr2,92845
chrUn_GL343991	chr2,318987
chrUn_AAWZ02037786	chr11,32092
chrUn_AAWZ02037785	chr21,29071
chrUn_AAWZ02037788	chr1,40631,chr27,7408,chrUn_random,5933
chrUn_GL343868	chr24,26462,chr1,17822,chr2,17336,chr5,9902
chrUn_AAWZ02041682	chrZ,18715
chrUn_AAWZ02038891	chr10,27581
chrUn_AAWZ02041378	chr12,13209
chrUn_GL344320	chr1,29523
chrUn_GL343866	chr11,364518
chrUn_GL344322	chr14,111362
chrUn_GL344323	chr28,22246
chrUn_GL344324	chr14,89307
chrUn_GL344325	chr10,96530,chr28,93438,chrUn_random,32770,chrZ,3108
chrUn_GL344326	chr14,231768
chrUn_GL344327	chr1,69357
chrUn_GL344328	chr17,240365,chr8,18504
chrUn_GL344329	chr1,10662
chrUn_GL344639	chr23,25285
chrUn_GL343864	chr10,83896,chrUn_random,50652,chr28,17555,chr13,11078
chrUn_GL345074	chrUn_random,18522
chrUn_GL343862	chr25,116034,chr28,23101,chrZ,17709
chrUn_AAWZ02039001	chr4,9256
chrUn_AAWZ02037679	chr19,31239
chrUn_GL343863	chr3,111133
chrUn_AAWZ02041496	chr6,16991
chrUn_AAWZ02041108	chr13,77098,chrUn_random,2128
chrUn_AAWZ02041495	chrUn_random,23689
chrUn_GL344255	chr25,96061,chr10,3280
chrUn_AAWZ02039987	chr9,19554
chrUn_AAWZ02040946	chrZ,12839
chrUn_GL343861	chr2,17478,chr11,14568,chrUn_random,10852,chr17,10011,chr13,5425,chr18,3103
chrUn_AAWZ02039983	chr22,24159
chrUn_AAWZ02040942	chr14,29750
chrUn_AAWZ02041498	chr21,22083
chrUn_AAWZ02040940	chr7,17579
chrUn_AAWZ02036718	chr4,32864
chrUn_AAWZ02040455	chr1,33869
chrUn_GL345125	chrUn_random,16047
chrUn_AAWZ02037473	chr9,26233
chrUn_GL345126	chr3,36498
chrUn_AAWZ02038950	chrZ,16497
chrUn_GL344749	chr1,7789
chrUn_GL343262	chr6,3261949
chrUn_GL344747	chr17,6772
chrUn_GL344744	chr21,18841
chrUn_GL344745	chr2,100825
chrUn_GL344743	chr3,129663
chrUn_GL344740	chr17,51889
chrUn_GL344741	chr25,108581,chr22,9688,chr1,3562
chrUn_AAWZ02041834	chr23,14559
chrUn_AAWZ02041836	chrUn_random,27879
chrUn_AAWZ02041831	chr4,6340
chrUn_AAWZ02041833	chr7,35161
chrUn_GL344257	chr1,13739
chrUn_AAWZ02040834	chr24,9736
chrUn_AAWZ02040839	chr8,34111
chrUn_AAWZ02040838	chr25,38847
chrUn_AAWZ02035785	chr5,102194
chrUn_AAWZ02035787	chr4,54113
chrUn_AAWZ02035786	chrUn_random,46638,chr1,37633
chrUn_GL344443	chr21,70724,chrUn_random,8542
chrUn_AAWZ02040885	chr11,43258
chrUn_GL344250	chrUn_random,66783,chrZ,59509,chr16,21644
chrUn_AAWZ02039878	chr28,6686
chrUn_AAWZ02040726	chr9,6332
chrUn_AAWZ02040724	chr9,32704
chrUn_AAWZ02040720	chrZ,13082
chrUn_AAWZ02041525	chr28,12794
chrUn_AAWZ02040058	chr14,89960
chrUn_GL343570	chr17,41439,chr23,27674,chrUn_random,9463,chr8,8395
chrUn_GL343571	chrUn_random,96952,chrE22C19W28_E50C23_random,71768,chr18,53358,chr1,27204,chr4,8107
chrUn_GL343572	chr20,432924,chr1,15530
chrUn_GL343573	chr10,2657728,chr16,31306,chrUn_random,14430
chrUn_GL343574	chrUn_random,265111,chr22,102501,chr4_random,51817,chr4,20373,chr1,12882,chr3,12448,chr5,10838,chr19,9517,chr2,2467
chrUn_GL343575	chrUn_random,334802,chr25,59132,chr18,38959,chr1,25646,chr2,16937,chr13,8123,chr16,4927
chrUn_GL343576	chr22,543892
chrUn_GL343577	chr4,571175,chr13,5098,chr9,3929,chr2,2440
chrUn_GL343578	chr22,378743
chrUn_GL343579	chr1,151237,chrUn_random,8961
chrUn_AAWZ02038990	chr3,9886
chrUn_AAWZ02041828	chrUn_random,13092
chrUn_GL344436	chrUn_random,12679
chrUn_AAWZ02039960	chr1,19682
chrUn_GL344437	chr28,448756,chrUn_random,18428,chr8,10383
chrUn_AAWZ02035238	chrE22C19W28_E50C23_random,44845,chr1,23057,chr4,11857,chrUn_random,3331
chrUn_AAWZ02039966	chr1,17086
chrUn_GL344430	chr5,128610
chrUn_GL344431	chrZ,58405,chrUn_random,21448
chrUn_GL343688	chr8,75119,chr10,20003,chr1,14036,chrZ,2514
chrUn_GL343689	chr11,360844
chrUn_AAWZ02037309	chr10,60761
chrUn_GL343682	chr20,18459
chrUn_GL343683	chr8,114780,chr20,10757
chrUn_GL343680	chr18,649922,chr11,128193,chr2,37317,chr1,7992,chrUn_random,2981
chrUn_GL343353	chr7,2004596,chr12,12532
chrUn_GL343686	chr4,880359,chrUn_random,17821,chr1,10680,chr13,4370,chr23,3887
chrUn_GL343687	chr2,190658,chr1,9413
chrUn_GL343684	chr19,466190
chrUn_GL343685	chr4,126603,chr14,28222,chr1,17497
chrUn_AAWZ02037310	chr2,25581
chrUn_AAWZ02041413	chr21,40329,chr1,2801
chrUn_AAWZ02036817	chr8,67851
chrUn_AAWZ02039319	chr25,65194
chrUn_AAWZ02037304	chr2,32406
chrUn_AAWZ02041410	chr18,36971,chrUn_random,9879
chrUn_AAWZ02038227	chr3,112290
chrUn_AAWZ02039620	chr17,28178
chrUn_AAWZ02040613	chr1,12444
chrUn_AAWZ02040611	chr28,11236
chrUn_AAWZ02036546	chrZ,22276,chrUn_random,15047
chrUn_AAWZ02040615	chr4,17509
chrUn_AAWZ02040536	chrUn_random,37206
chrUn_AAWZ02038995	chr8,32009
chrUn_GL344852	chr22,33730
chrUn_AAWZ02040532	chrZ,10613
chrUn_AAWZ02038898	chr4,19345
chrUn_AAWZ02040531	chr22,31903
chrUn_GL343269	chr2,3146772
chrUn_AAWZ02038905	chr24,76971
chrUn_AAWZ02040539	chr20,13003
chrUn_GL343196	chr6,17029121
chrUn_GL343197	chr24,9817535,chr1,25934,chr2,7352
chrUn_GL343194	chr8,18114849
chrUn_GL343195	chr2,4407720,chrUn_random,36950
chrUn_GL343193	chrZ,19470485,chr10,43234,chr2,25725,chr4,20988,chr1,20888,chr3,18345,chr13,17759,chr9,9001,chr28,7169,chr8,6599
chrUn_GL343812	chr17,203505
chrUn_GL343198	chr18,3142614,chrUn_random,1328226,chr7,458768,chr2,387245,chrE22C19W28_E50C23,302367,chr8,146514,chr1,108086,chr9,97330,chr17,55589,chr27,44556,chr24,28290,chr3,22241,chrZ,17608,chr19,15542,chr14,15226,chr6,10683,chr5,9877,chr26,7178,chr21,6810,chrE64,2503
chrUn_GL343199	chr6,3071233,chr18,31306,chr2,20406,chrUn_random,15653,chr1,11172,chr4,8695,chr5,7044,chr7,2550
chrUn_GL343758	chr4,537296
chrUn_GL343759	chr10,958905
chrUn_GL344842	chr21,22637,chr1,9836
chrUn_GL343750	chr11,78652,chr4,30319,chr1,15357,chrUn_random,14948,chr20,8560
chrUn_GL343751	chr17,437655,chr11,126163,chr1,11095
chrUn_GL343752	chrUn_random,94895,chr1,24583,chr7,19294,chr3,11339,chr4,7596,chr20,5207,chr10,4020,chr11,2564
chrUn_GL343753	chr5,143604,chr15,96248
chrUn_GL343754	chr22,303820,chr13,15758,chr4,3558
chrUn_GL343755	chrUn_random,119462,chr15,14846,chr3,8472
chrUn_GL343756	chr28,49510,chr27,41736,chr2_random,10903,chrUn_random,7930
chrUn_GL344104	chr14,77112,chr18,7798
chrUn_AAWZ02041009	chrUn_random,18785
chrUn_AAWZ02039712	chr2,18891
chrUn_GL344552	chr5,25996
chrUn_GL344663	chr14,56226
chrUn_AAWZ02038599	chr17,13324
chrUn_AAWZ02038598	chr1,12831
chrUn_AAWZ02036544	chr4,36924
chrUn_AAWZ02038596	chrUn_random,46015,chrE64,2082
chrUn_AAWZ02041003	chr18,20879
chrUn_GL343814	chr4,228492
chrUn_AAWZ02041005	chr1,19698
chrUn_AAWZ02041357	chr19,52134
chrUn_AAWZ02041007	chr2,21699
chrUn_GL344850	chr12,57691
chrUn_AAWZ02039301	chr7,41544
chrUn_AAWZ02040285	chr1,24246
chrUn_AAWZ02040286	chr17,10521
chrUn_AAWZ02041219	chr4,19213
chrUn_AAWZ02036029	chr5,28460
chrUn_AAWZ02038570	chr19,29001,chr15,2354
chrUn_GL344551	chr17,106382
chrUn_AAWZ02038575	chr1,40927
chrUn_AAWZ02038574	chr19,13250,chr7,4281
chrUn_AAWZ02036545	chr11,214417
chrUn_AAWZ02039089	chr24,34326
chrUn_AAWZ02039086	chr14,35730
chrUn_AAWZ02038578	chr9,99433
chrUn_AAWZ02038064	chr13,19335
chrUn_AAWZ02039082	chr12,11420
chrUn_AAWZ02037890	chr10,21248
chrUn_AAWZ02036795	chr5,75500
chrUn_AAWZ02039081	chr14,46266
chrUn_AAWZ02036335	chr10,17709
chrUn_AAWZ02036334	chr10,106069
chrUn_AAWZ02039178	chr1,23134
chrUn_AAWZ02039179	chr7,35672
chrUn_AAWZ02036331	chr17,221696
chrUn_AAWZ02038178	chr17,55792
chrUn_AAWZ02036333	chr2,107144
chrUn_AAWZ02036332	chr11,41789
chrUn_AAWZ02041137	chr4,9445
chrUn_AAWZ02038170	chr14,8403
chrUn_AAWZ02041132	chr1,12325
chrUn_AAWZ02039778	chrZ,20387
chrUn_AAWZ02038589	chr1,12217
chrUn_AAWZ02038681	chr11,110701
chrUn_AAWZ02038687	chr18,25901
chrUn_AAWZ02039771	chr2,16455
chrUn_AAWZ02038689	chr14,39218
chrUn_GL344856	chr2,19718
chrUn_AAWZ02039774	chr4,11160
chrUn_GL344641	chr17,138526
chrUn_AAWZ02039776	chr3,7140
chrUn_AAWZ02040445	chr10,15118
chrUn_GL343369	chr25,101351,chrUn_random,67163,chr3,49805,chr23,38869,chr2,24883,chr25_random,20437,chr4,15435,chr1,11617,chr5,8657
chrUn_GL343368	chr6,863217
chrUn_AAWZ02039790	chrUn_random,49276,chr16,2426
chrUn_AAWZ02039796	chr9,20972
chrUn_AAWZ02039794	chr10,33309
chrUn_AAWZ02039795	chr13,22538
chrUn_GL343361	chr4,1263578
chrUn_GL343360	chr9,234277,chr3,36471,chr1,28793,chr21,14815,chr4,8242
chrUn_GL343363	chr10,4319698
chrUn_GL343362	chr7,3943322,chrUn_random,2485
chrUn_GL343365	chr20,1174529,chr1,18350
chrUn_GL343364	chr15,5920275
chrUn_GL343367	chr24,857605,chrUn_random,44049
chrUn_GL343366	chr4,1021522
